total_rooms,total_bedrooms,population,households
6290,854,2724,820
2984,406,1317,397
3259,498,1250,478
2342,436,1191,416
1613,338,865,336
2470,626,1174,573
3968,931,2629,903
2913,723,1705,693
6445,1839,3621,1735
1323,245,705,261
1143,346,578,298
2190,384,1154,401
1207,252,724,252
2587,729,1500,623
3513,791,1875,694
563,107,246,123
3866,539,1555,513
2615,368,935,366
2636,691,1142,627
3287,793,1601,716
1205,260,608,272
1955,313,804,317
3526,510,1660,508
3516,661,1465,623
3741,,1339,499
3192,612,1317,594
1619,224,706,220
2077,298,937,292
2214,256,848,239
2652,335,1062,334
1653,334,814,328
5732,873,2444,888
2105,354,993,365
866,138,341,133
5175,1213,2804,1091
5541,776,2214,737
4712,624,1773,615
4274,1153,1503,881
7803,1603,2957,1546
12713,2558,4741,2412
5077,640,1872,636
3318,408,1124,393
10093,1269,3645,1219
5438,871,2310,890
5393,1422,2133,1288
5869,1685,2669,1554
4985,1590,2575,1458
1544,244,614,238
7201,1521,3264,1433
3872,739,1629,684
2377,469,1068,435
1733,265,796,274
1731,295,810,295
1550,277,638,254
1075,170,486,173
9576,1455,3486,1380
3410,746,1428,670
3018,501,1223,489
4133,770,1691,744
2139,343,809,340
757,124,319,123
4781,703,1879,714
2296,329,847,322
4125,1020,1699,873
2676,484,986,473
1677,269,689,283
2423,322,998,346
4498,862,1818,851
5467,1044,2310,963
6349,858,2450,778
3250,550,1230,557
3025,477,1035,452
6039,780,2181,761
1980,291,861,290
6719,1068,2843,994
2564,347,1043,351
831,231,404,224
1127,170,518,167
5721,837,2653,813
2559,370,1238,377
1407,327,501,295
3326,419,1272,402
5121,735,2464,761
5688,824,2111,773
3354,422,1457,425
2498,330,1027,343
2903,387,1127,372
6488,778,2404,765
3279,418,1222,381
11336,1657,4089,1555
3873,484,1451,501
14652,2826,5613,2579
3865,463,1548,432
6875,1439,2889,1307
2255,269,876,258
452,51,140,43
227,35,114,49
200,20,25,9
3743,581,1633,567
7241,1007,3221,947
2865,389,1376,417
1879,265,729,263
3917,549,1330,544
2206,458,926,432
1248,271,579,269
5948,738,1997,710
8213,1364,3283,1286
465,83,146,75
6200,907,2286,896
3521,447,1396,467
3031,438,1087,421
3056,369,1209,377
3004,393,1145,376
8953,1074,3011,993
1029,126,416,122
7479,977,2744,943
7681,946,2777,908
3209,379,1199,392
2939,380,1177,396
9117,1248,3280,1167
7178,898,2823,907
10212,1424,4083,1374
4949,626,1850,590
827,144,368,136
5738,746,2099,732
5683,755,1962,723
880,139,352,132
3282,653,1398,601
2372,516,1067,492
4005,614,1602,606
2785,362,1001,363
3227,733,1260,684
744,214,295,169
1820,220,728,229
6986,1096,2865,1124
1077,318,590,264
2059,462,410,294
2947,,825,626
6130,1359,1750,1286
7475,1556,2092,1449
1025,205,263,191
5187,1014,1512,986
1102,224,317,208
2405,564,680,531
3701,528,1511,517
5484,760,2212,770
3398,500,1351,457
5252,686,1870,657
1320,159,1722,141
4048,513,1486,498
2269,317,918,313
5130,741,1887,712
2045,237,830,252
6201,1182,2415,1141
9147,1276,3371,1269
2131,343,874,373
4596,705,1480,650
3359,493,1298,483
542,119,231,121
4449,636,1684,617
1779,241,721,258
3633,508,1393,506
3626,502,1348,480
1261,177,472,183
95,13,31,15
3881,560,1315,517
1065,160,398,155
7200,876,2428,843
2107,287,740,280
4760,610,1511,572
4845,735,1634,734
7505,1089,3325,1016
1584,236,615,202
17032,2546,7653,2359
1133,244,716,235
2836,373,959,335
11444,1355,3898,1257
3477,416,1216,395
4711,659,2089,621
3129,707,1606,698
3084,505,1557,501
4026,791,1850,709
3153,411,1318,431
3241,464,1552,494
2808,337,1038,337
2638,345,1055,334
1780,224,764,226
2085,292,852,264
5332,884,2093,839
2541,355,986,346
1610,198,703,217
1299,174,533,180
3421,427,1341,428
2876,391,1089,377
2169,262,877,245
1469,216,578,219
1803,267,946,266
3338,532,1834,520
2150,327,1094,324
6306,962,2581,911
1350,266,490,257
1736,358,638,297
2735,559,1076,487
3029,500,1236,487
2239,361,928,353
1685,405,835,372
1631,282,752,288
2512,539,1179,480
1255,297,779,307
7999,1611,3596,1396
2335,413,980,417
4986,1081,2805,1016
2159,393,981,369
1712,317,956,341
3735,641,1708,633
4123,874,1895,772
3801,622,1654,571
2038,329,947,349
4921,737,2312,725
3455,479,1375,474
3846,786,2053,716
3751,565,1949,555
2084,315,1154,307
2978,411,1531,400
2338,391,1003,398
678,104,318,91
1216,166,572,178
1592,242,969,233
6265,908,3326,872
2133,347,850,350
1579,243,734,264
15259,2275,7266,2338
4030,772,1777,718
2854,528,1211,452
3426,632,1512,580
1811,377,911,340
7578,1426,3637,1362
1887,353,895,359
1794,349,810,335
2172,403,945,384
1425,245,573,239
6508,1137,3259,1081
3807,806,1821,792
2347,464,1135,490
3054,492,1495,496
3779,711,2493,679
3108,534,1687,516
4865,968,2315,893
2275,397,1233,418
1531,326,1271,377
2850,544,1024,515
3999,1079,1591,887
44,6,23,11
246,57,316,52
1157,276,956,232
408,102,302,81
215,45,100,34
1298,363,716,268
1572,402,1046,350
60,15,42,25
2014,410,1354,427
3756,726,2237,686
392,109,287,81
1991,504,1139,423
2178,482,1545,471
2892,685,2104,641
1595,292,991,300
1156,190,643,209
5151,1335,2548,1165
1967,348,1144,364
1982,376,1179,398
2237,580,1438,551
1222,236,819,251
2191,531,1563,524
1899,524,1357,443
1326,346,1023,295
2449,595,1801,548
1428,335,1272,319
950,317,1073,280
1728,403,934,412
2070,357,784,294
1612,354,887,331
2099,569,1135,509
6487,1717,3408,1560
1817,441,1220,389
2751,522,1390,489
1901,295,833,352
1141,213,434,196
1627,336,848,316
1226,279,590,260
1882,361,797,342
1876,389,807,377
1695,345,719,334
1769,332,828,309
1128,240,702,270
1585,329,981,373
1543,339,777,322
1675,317,806,311
1788,368,933,329
1986,427,1041,385
1340,298,766,241
2142,431,1318,431
1485,290,971,303
1042,289,773,248
2313,433,947,430
1917,444,936,435
1611,455,786,411
2206,451,989,444
2112,493,1406,452
1880,459,1358,422
1275,275,844,273
1066,248,729,286
907,188,479,161
844,249,583,265
1540,343,1007,338
2591,585,1638,462
969,229,599,195
1334,366,1048,316
1995,488,1182,439
369,107,371,111
1258,254,885,229
1064,266,912,239
3150,756,1798,749
3507,711,1224,676
3453,779,1353,728
154,33,89,38
2515,481,1327,428
2002,416,1166,395
1891,449,1047,432
1796,389,1107,372
709,190,644,174
1954,513,1437,440
921,200,585,236
215,41,126,43
2851,798,1285,712
2326,471,1356,441
2158,424,1220,442
2389,652,1672,584
2225,486,1304,459
268,75,198,82
2304,399,1377,454
3887,779,2512,740
4649,977,2606,953
2669,647,1341,555
2955,696,1417,682
2549,511,1060,528
3924,834,1992,773
2505,371,872,345
2403,408,917,404
3056,489,1103,481
1911,283,697,275
3943,605,1524,614
583,88,235,84
1736,234,602,231
2254,357,715,306
1526,256,696,263
296,73,216,63
1014,236,537,204
1250,236,631,279
1895,600,983,519
1119,220,565,199
2116,407,900,361
1615,271,710,285
1432,348,681,348
2686,569,1159,559
2866,617,1305,589
2125,489,912,462
2053,435,873,415
1102,308,688,303
1772,471,880,437
1450,235,568,234
2591,424,905,378
2085,346,748,354
2085,329,796,339
2657,500,1131,489
2501,348,805,329
3191,516,1148,507
1369,249,490,248
3009,482,1053,490
1930,315,692,296
2083,298,685,286
2739,480,1259,436
2672,552,1298,478
3159,616,1343,479
3461,722,1947,647
3140,714,1645,640
3003,699,1530,653
3810,787,1993,721
2673,538,1282,514
2715,569,1532,530
2696,578,1208,494
1668,324,841,283
2677,531,1244,456
3276,628,3546,585
1880,360,743,314
1504,357,660,258
2920,636,1382,499
1451,386,467,255
430,107,36,18
1058,352,851,269
2046,580,952,353
1789,536,1134,396
2180,517,755,223
1709,408,97,44
1485,334,406,180
856,185,388,108
2443,444,868,342
1429,292,585,188
1492,393,717,254
2731,632,1215,483
1258,216,235,96
1339,328,503,219
1564,298,339,147
1216,289,421,185
3119,640,786,351
1882,414,673,277
1194,272,494,203
1262,293,534,226
2682,606,1010,399
1408,312,522,221
8005,1382,999,383
3080,610,1045,425
1106,207,466,180
529,116,191,83
964,246,485,198
1758,357,689,278
2138,493,829,330
1194,246,414,151
968,191,283,143
2732,609,1005,499
1669,422,589,281
1653,419,737,308
2807,529,675,251
3109,572,885,334
3831,625,984,328
1437,268,395,144
2722,512,828,289
3142,618,725,285
2708,481,712,261
3042,588,918,336
2429,459,883,300
2465,539,381,146
2040,402,350,129
1463,264,54,26
2967,528,112,48
1561,282,30,11
4341,716,1978,682
3522,623,1456,544
1604,352,540,190
3876,778,1960,691
1720,345,850,326
2180,423,1070,377
1280,286,609,248
1438,324,675,268
1374,291,709,239
1877,479,884,323
81,41,55,16
1961,435,113,53
5218,711,1949,659
2499,331,1040,333
1831,274,813,269
13255,1739,5001,1627
3425,549,1357,451
6322,1046,2957,1024
5743,1074,2651,962
7392,1155,3096,1065
4913,744,2005,723
3432,516,1286,470
2073,404,916,373
4810,909,2242,900
3421,563,1689,545
2339,436,1062,380
3707,602,1601,555
2213,384,1097,351
4545,748,2033,718
3247,579,1459,517
2229,355,788,341
5460,859,2645,838
2692,470,1302,420
1013,188,410,158
1533,300,674,287
3685,775,1714,734
2616,492,1158,457
2005,385,882,353
4236,877,2008,881
2259,482,1099,463
3509,606,1576,564
512,129,314,140
3117,616,1606,588
1276,260,799,259
4414,767,1865,699
2104,403,1060,400
2325,430,967,376
2146,396,862,351
2155,394,857,356
1661,406,789,319
1236,273,615,248
1728,417,731,334
3145,621,1432,559
4492,821,2093,734
4577,836,1944,700
6305,1150,2597,921
1821,316,769,266
3006,540,1102,418
2925,625,1226,437
2715,596,1301,473
892,185,427,164
432,87,208,73
2598,548,796,297
1115,255,86,32
1988,511,36,15
3417,604,1703,623
1313,231,731,232
8396,1578,3952,1474
2319,430,1126,372
5928,1097,2697,1096
5036,1034,2243,923
956,196,662,180
1314,416,1155,326
607,155,483,146
112,28,193,40
925,231,797,228
1286,360,972,345
1414,268,902,243
772,194,606,167
1960,393,1286,381
1763,389,1623,390
1377,319,1280,259
1081,241,821,230
1287,332,1386,306
1855,519,1091,443
1461,415,924,356
2114,506,2050,474
1404,379,1515,387
853,296,1228,289
173,87,401,84
1717,542,1343,471
1659,466,1391,447
3161,934,3530,846
610,128,406,122
2581,528,1642,509
1276,242,927,238
1702,358,1347,316
60,10,46,13
355,81,233,75
1719,391,1369,368
1541,291,1007,313
1026,221,789,183
1334,336,1171,319
1908,417,1383,375
1731,363,1210,341
1592,304,962,282
314,57,178,66
354,121,530,115
1562,322,927,277
1987,394,1233,383
5872,1250,5034,1224
1745,441,1530,391
1240,265,1035,232
1481,,1543,372
1254,272,1056,279
3972,842,2863,729
3247,859,4179,881
1347,282,854,267
1553,363,1449,341
2290,539,1685,536
1236,272,946,261
1926,303,965,316
2788,614,1365,525
2438,598,1563,538
2343,409,1347,405
2845,417,1219,460
2437,349,1005,380
2097,385,911,405
556,79,249,71
843,140,453,149
2461,647,1587,551
1914,491,1116,424
1713,246,766,232
2645,1005,1660,991
1621,428,678,394
3972,585,1586,560
2456,463,1350,424
2246,456,1190,403
755,205,681,207
1432,269,836,237
1243,312,836,277
2512,449,1464,450
1036,181,620,174
1931,422,1344,414
1237,256,638,239
2546,463,1257,418
834,229,616,211
2080,365,1026,333
1551,296,1058,287
2214,432,1326,416
1226,240,706,211
1694,312,1008,321
2263,423,1184,407
524,93,302,93
1584,316,984,300
1485,269,867,271
1191,190,537,182
1853,473,1397,417
3291,772,1738,634
1022,209,741,213
1186,300,774,271
662,183,607,181
2059,388,834,405
2419,486,1284,426
1827,356,855,353
1973,399,1107,375
2194,563,924,542
1853,437,764,390
1788,449,1156,418
1792,352,1049,357
2224,418,832,406
1185,260,635,239
377,97,530,96
2625,593,1368,551
2408,498,1361,465
1425,323,949,325
1175,307,982,278
2070,512,1925,444
1343,322,1063,342
3800,1003,3786,917
1607,383,1407,382
1576,417,1567,366
2009,519,2219,505
1623,294,781,272
1945,413,1492,422
2347,526,1676,481
2137,448,1194,444
1325,280,811,281
1454,235,729,252
1818,412,1680,418
2233,563,2031,491
2236,418,1042,397
4893,1210,4749,1067
1740,351,1098,347
1515,294,852,297
2331,460,1290,477
2093,470,1621,438
912,216,842,219
2077,524,1887,489
2072,497,2002,470
6403,,3573,1260
4832,993,2190,888
1548,282,886,311
1691,282,869,337
6202,1551,5561,1435
1745,321,901,303
3626,779,1819,731
8099,1670,4476,1514
2675,527,1392,521
1768,303,888,314
1891,323,966,355
5112,1384,2487,1243
2376,538,1197,510
2396,526,1338,518
3045,689,1340,588
2056,366,1259,367
1415,267,861,293
1122,290,662,284
1746,321,1186,360
875,156,646,166
2128,442,1047,450
1316,249,781,260
2175,564,1194,482
4410,939,2362,862
2427,482,1375,518
1962,399,1005,392
1129,220,474,242
1145,197,508,198
4049,947,2254,882
2507,466,1227,474
3804,814,2142,816
3065,658,1441,625
3616,779,1994,786
1411,284,609,296
2554,705,2669,655
1315,256,666,240
2185,455,1143,438
1610,410,1000,397
2964,512,1114,486
1818,374,737,338
2227,462,1129,415
2323,502,1144,471
2281,371,839,367
1749,314,705,300
1805,329,741,331
2341,395,890,375
1965,364,796,335
1370,289,812,282
1441,274,646,296
2252,468,1117,442
2867,615,1705,570
2168,503,1190,425
3162,640,1660,639
2875,548,1718,551
1932,419,1014,389
3821,705,2179,694
6102,1114,3406,1115
3096,684,1454,545
2232,490,1274,499
1142,314,620,283
1510,344,847,295
2067,450,845,354
1143,245,608,240
1649,323,919,316
1970,332,1066,319
1987,335,1152,313
1422,243,702,230
1446,285,928,255
1745,348,1093,302
2020,416,1341,360
1453,251,896,260
1902,370,1168,358
3182,730,2298,721
1961,422,1559,374
1339,251,820,276
981,237,736,249
2627,502,1295,441
1233,214,620,199
1270,242,598,214
1270,255,1050,245
1341,239,671,208
2205,366,1072,345
2288,474,1435,425
2580,372,1111,393
4833,784,2088,789
2563,335,1080,356
2497,427,1101,405
1488,253,675,223
3995,778,1691,712
1387,236,638,195
1852,274,887,286
4055,735,1730,654
4530,1070,1804,837
1891,341,969,330
1743,310,1011,325
1876,324,1031,311
4177,914,2300,867
2536,516,1196,466
3791,487,1424,475
2272,304,840,305
2396,290,863,258
2273,298,700,263
2351,341,1128,363
2982,412,1408,423
3012,408,987,362
2868,376,1016,379
2807,376,996,353
1087,165,365,176
2268,336,752,330
3305,551,1149,500
2789,378,937,364
2902,363,1200,363
4139,544,1843,562
1519,234,711,248
1924,262,848,277
2058,412,891,378
4907,1075,2014,909
782,166,292,164
3468,675,1604,626
2596,619,1765,539
1529,375,1543,395
6434,1201,2733,1045
2340,370,1174,396
2289,342,1077,354
2340,544,860,520
6789,1200,2325,1109
5780,922,2712,883
2754,663,1328,604
2330,462,1215,467
1560,261,709,258
3356,694,1232,627
4358,819,1852,802
4241,1147,1929,971
5377,1005,2010,982
3972,594,1324,561
1951,288,725,308
2252,325,777,314
3756,681,1586,739
1670,256,528,250
2806,552,1242,540
6101,1200,3407,1134
2849,506,1508,478
3244,776,1463,710
1872,363,1054,369
1789,357,933,357
3242,795,2764,773
3235,648,1820,614
3505,819,2098,774
1012,245,633,240
1650,313,660,298
1582,313,761,318
1474,291,709,294
5822,1439,3415,1224
2314,443,954,457
3433,785,1806,783
1912,456,1131,408
2382,431,874,380
2471,460,1118,431
1337,187,471,187
1877,328,1155,353
2200,493,1243,431
2462,484,852,449
1461,261,494,254
2679,460,1141,470
2164,456,959,463
1700,423,909,386
1524,448,960,386
2260,440,966,413
3654,837,1976,830
6117,1330,2768,1224
2258,427,1076,423
2463,468,1261,486
2857,619,1614,592
3257,752,1981,712
3494,662,1781,616
3461,665,1507,649
3426,623,1938,647
6257,1346,2795,1267
3748,770,1827,719
10862,2401,5466,2209
2718,504,1257,465
3308,662,1894,648
4643,1429,4638,1335
1565,271,661,275
6932,1486,3056,1453
1713,302,663,282
5016,,2133,928
4164,741,1817,681
2803,438,1234,457
3214,446,1360,463
3237,507,1378,510
2360,355,1034,359
3690,628,1888,601
2793,436,1411,441
4675,829,2235,787
7520,1143,2878,1077
13802,2244,5226,1972
10425,2121,4432,1778
1449,277,649,265
2236,315,992,312
1676,263,786,240
2655,432,1081,379
2373,364,1280,386
3532,756,1885,758
2379,540,1482,484
2623,528,1570,492
1087,338,623,362
2727,500,1228,436
3602,,1959,580
3348,491,1584,493
2144,568,1320,566
2282,550,1034,500
1648,368,557,354
1651,305,780,309
1699,356,994,368
2627,613,1054,623
946,239,550,246
2075,353,1040,362
943,189,475,155
1098,,726,224
1868,350,898,329
2029,336,1003,340
2145,334,1024,308
2455,344,1110,339
2579,376,1133,342
1262,216,622,199
2589,413,1356,435
1897,433,1207,384
3303,512,1687,505
2668,454,1536,457
1524,366,994,370
2892,496,1634,501
2855,518,1748,498
2576,458,1306,418
3712,508,1632,474
1736,313,993,314
1551,,1010,292
2524,451,1207,424
2456,496,1720,417
2613,476,1490,481
1260,182,583,205
2397,353,1258,347
4872,656,2085,617
1317,189,517,187
4126,614,1795,613
1338,215,617,222
2822,479,1372,455
6135,863,2473,774
3225,548,1760,542
1284,193,621,190
1089,208,531,212
2510,460,1248,445
1963,392,1208,398
1609,374,1173,344
1657,359,958,380
1759,354,899,337
1195,326,1135,315
1671,372,1371,347
2370,412,1248,410
1761,309,974,308
1032,215,812,225
1551,423,1519,406
1815,375,1665,357
1963,508,2052,518
1186,234,1135,218
1834,321,1120,314
3351,589,1578,542
1802,332,945,292
1784,312,904,303
949,190,578,187
1486,296,977,290
2532,555,1564,507
863,151,315,135
4199,794,2140,722
2904,551,1467,509
2980,495,1184,429
1879,411,755,294
3042,697,335,115
2255,472,1006,334
2211,477,773,288
1881,380,64,37
1901,394,171,73
3111,651,276,107
1616,324,187,80
2052,405,975,340
2813,579,1385,512
3963,812,1905,671
1922,339,1148,332
1874,416,1834,432
1485,374,1544,329
1070,256,1070,243
831,230,947,244
1484,296,1296,298
2353,608,2505,573
864,184,579,171
510,88,247,99
1348,258,719,246
1302,,693,243
1531,280,775,246
1371,306,1266,309
1153,236,761,241
2294,489,1430,454
1343,330,1331,305
1404,226,754,229
1749,342,1171,314
1054,,879,257
1425,280,753,266
1274,215,572,202
2379,448,1638,436
1490,318,1474,326
3004,793,3535,735
1440,267,1018,265
2106,410,867,380
1225,275,1065,248
587,170,730,162
1388,296,1056,284
823,171,798,200
1676,320,1056,276
1589,294,1102,307
1788,405,1652,411
1733,303,911,281
1452,300,919,308
1312,280,788,271
2287,390,1330,393
2842,620,1443,576
2311,439,1347,436
1923,403,1205,389
2242,521,1359,483
1794,435,1127,359
738,168,737,186
576,117,363,97
1911,497,1886,481
1722,372,1467,403
2065,343,1041,313
2703,415,1106,372
1889,390,971,403
1018,213,663,204
3860,809,2157,770
1986,417,1042,422
2746,495,1670,518
1513,272,1038,272
1604,292,868,276
1671,319,966,282
990,192,674,178
1741,331,1466,289
1727,289,802,259
1702,301,914,280
1799,356,1278,387
1370,287,818,269
1393,276,999,245
1241,254,767,226
1310,241,702,217
1732,332,979,294
1422,237,716,222
1497,308,1425,247
1935,363,1319,359
2246,462,1291,394
2439,462,1416,469
1175,251,683,261
1824,354,1146,362
1128,237,772,220
1524,414,2030,356
598,160,715,146
1462,356,1708,367
1923,559,2809,535
1337,412,1376,318
579,116,218,99
613,124,310,124
1206,274,622,217
2279,448,1200,420
2522,533,1335,493
2084,339,868,347
1519,296,846,272
2671,647,1484,541
1938,434,1306,415
943,209,514,156
1177,221,744,223
948,198,613,171
1479,338,1408,322
875,214,931,214
1508,347,1679,345
1335,312,1180,267
819,198,996,198
1193,263,1274,241
1947,488,2104,486
1689,495,1745,457
991,272,941,262
932,244,1043,243
1287,310,954,269
673,173,539,182
1563,293,883,288
1519,376,1681,370
1779,399,1446,371
1766,344,1084,323
902,195,771,174
55,11,26,5
49,7,28,2
2603,576,1616,588
4157,834,1885,774
707,126,337,125
4179,814,2111,809
2127,412,1104,369
1288,221,562,203
1401,280,668,250
1658,307,836,297
2026,396,1031,382
255,73,85,38
1155,210,510,175
419,77,190,67
1471,259,673,246
1231,240,658,211
2679,533,1287,505
3265,658,1647,594
1268,336,1237,326
1201,268,555,277
2551,482,1181,437
2358,413,1060,424
462,97,261,90
2502,481,1443,455
2051,342,958,322
1320,215,512,197
844,161,535,165
2332,518,1856,495
661,316,392,244
2416,618,1150,571
1264,277,591,284
1606,419,891,367
1557,344,758,319
2148,421,975,430
2285,403,837,353
1606,330,731,327
1371,319,640,260
1836,352,883,337
1398,311,788,279
2285,479,1169,482
2241,446,932,395
2141,438,1053,434
1895,366,990,359
1453,293,867,310
1076,222,656,236
1592,364,950,317
2171,339,951,353
1776,361,992,380
2975,634,1367,583
340,74,235,83
1373,312,872,306
1486,335,765,329
2167,480,908,451
1703,500,952,435
1552,290,873,291
2127,358,911,349
1975,346,791,349
3042,597,1206,541
2692,488,1263,486
2426,423,982,432
3046,605,1407,571
2858,511,1388,512
2112,374,829,368
959,212,425,175
2142,420,1056,382
2152,462,1259,420
2474,453,1130,427
